,time,_V0_,| V0 |,season,week_day
20799,21,240.0,8.5,10,4
20802,22,270.0,10.5,10,4
20805,23,280.0,8.8,10,4
20808,0,280.0,6.6,10,5
20811,1,300.0,5.0,10,5
20814,2,300.0,3.3,10,5
20817,3,310.0,3.1,10,5
20820,4,290.0,4.2,10,5
20823,5,330.0,1.6,10,5
20826,6,10.0,0.3,10,5
20829,7,330.0,1.1,10,5
20832,8,30.0,2.7,10,5
20835,9,70.0,2.2,10,5
20838,10,80.0,4.0,10,5
20841,11,60.0,3.3,10,5
20844,12,70.0,3.3,10,5
20847,13,60.0,3.1,10,5
20850,14,40.0,4.0,10,5
20853,15,30.0,4.3,10,5
20856,16,30.0,3.1,10,5
20859,17,350.0,3.8,10,5
20862,18,350.0,4.4,10,5
20865,19,340.0,3.4,10,5
20868,20,350.0,4.8,10,5
20871,21,340.0,3.2,10,5
20874,22,340.0,4.4,10,5
20877,23,340.0,3.0,10,5
20880,0,320.0,2.5,10,6
20883,1,340.0,1.8,10,6
20886,2,340.0,1.4,10,6
20889,3,320.0,1.3,10,6
20892,4,300.0,1.2,10,6
20895,5,320.0,1.4,10,6
20898,6,330.0,1.3,10,6
20901,7,330.0,1.1,10,6
20904,8,320.0,1.0,10,6
20907,9,,,10,6
20910,10,,,10,6
20913,11,,,10,6
20916,12,,,10,6
20919,13,200.0,1.0,10,6
20922,14,160.0,0.2,10,6
20925,15,90.0,1.6,10,6
20928,16,130.0,2.3,10,6
20931,17,140.0,4.4,10,6
20934,18,140.0,4.6,10,6
20937,19,150.0,4.5,10,6
20940,20,140.0,5.8,10,6
20943,21,150.0,6.0,10,6
20946,22,140.0,7.8,10,6
20949,23,140.0,6.9,10,6
20952,0,140.0,8.1,10,7
20955,1,110.0,7.2,10,7
20958,2,110.0,9.6,10,7
20961,3,110.0,7.8,10,7
20964,4,110.0,9.3,10,7
20967,5,110.0,6.7,10,7
20970,6,140.0,8.2,10,7
20973,7,150.0,7.0,10,7
20976,8,3.4028199999999998e+38,,10,7
20979,9,3.4028199999999998e+38,,10,7
20982,10,190.0,7.9,10,7
20985,11,220.0,10.4,10,7
20988,12,220.0,9.0,10,7
20991,13,220.0,12.8,10,7
20994,14,220.0,9.4,10,7
20997,15,240.0,10.6,10,7
21000,16,250.0,10.6,10,7
21003,17,270.0,11.6,10,7
21006,18,270.0,10.1,10,7
21009,19,270.0,10.3,10,7
21012,20,270.0,9.8,10,7
21015,21,,,10,7
21018,22,,,10,7
21021,23,,,10,7
21024,0,,,10,1
21027,1,,,10,1
21030,2,,,10,1
21033,3,,,10,1
21036,4,,,10,1
21039,5,3.4028199999999998e+38,,10,1
21042,6,3.4028199999999998e+38,,10,1
21045,7,3.4028199999999998e+38,,10,1
21048,8,3.4028199999999998e+38,,10,1
21051,9,240.0,7.9,10,1
21054,10,260.0,9.7,10,1
21057,11,270.0,9.4,10,1
21060,12,260.0,7.6,10,1
21063,13,230.0,5.9,10,1
21066,14,270.0,9.4,10,1
21069,15,250.0,8.7,10,1
21072,16,240.0,6.3,10,1
21075,17,230.0,7.8,10,1
21078,18,230.0,8.2,10,1
21081,19,230.0,10.1,10,1
21084,20,260.0,9.9,10,1
21087,21,270.0,8.7,10,1
21090,22,240.0,11.1,10,1
21093,23,260.0,9.5,10,1
21096,0,240.0,11.8,10,2
21099,1,260.0,11.3,10,2
21102,2,250.0,11.3,10,2
21105,3,270.0,10.5,10,2
21108,4,250.0,10.9,10,2
21111,5,250.0,10.1,10,2
21114,6,270.0,10.2,10,2
21117,7,260.0,9.3,10,2
21120,8,260.0,9.2,10,2
21123,9,270.0,6.9,10,2
21126,10,270.0,7.6,10,2
21129,11,270.0,9.4,10,2
21132,12,270.0,10.0,10,2
21135,13,270.0,7.2,10,2
21138,14,320.0,8.3,10,2
21141,15,310.0,7.7,10,2
21144,16,300.0,6.0,10,2
21147,17,300.0,8.9,10,2
21150,18,310.0,9.2,10,2
21153,19,300.0,9.6,10,2
21156,20,310.0,11.0,10,2
21159,21,310.0,10.1,10,2
21162,22,310.0,8.1,10,2
21165,23,300.0,9.0,10,2
21168,0,300.0,7.6,10,3
21171,1,300.0,7.6,10,3
21174,2,310.0,7.9,10,3
21177,3,300.0,6.9,10,3
21180,4,300.0,7.0,10,3
21183,5,300.0,6.4,10,3
21186,6,290.0,6.3,10,3
21189,7,290.0,5.2,10,3
21192,8,300.0,5.9,10,3
21195,9,290.0,5.1,10,3
21198,10,290.0,4.0,10,3
21201,11,270.0,2.9,10,3
21204,12,250.0,2.9,10,3
21207,13,280.0,5.8,10,3
21210,14,270.0,3.4,10,3
21213,15,260.0,3.4,10,3
21216,16,210.0,3.4,10,3
21219,17,230.0,5.1,10,3
21222,18,260.0,3.6,10,3
21225,19,220.0,2.8,10,3
21228,20,210.0,1.6,10,3
21231,21,210.0,1.9,10,3
21234,22,190.0,1.8,10,3
21237,23,170.0,3.9,10,3
21240,0,180.0,2.3,10,4
21243,1,190.0,2.1,10,4
21246,2,200.0,1.7,10,4
21249,3,180.0,2.7,10,4
21252,4,190.0,1.4,10,4
21255,5,210.0,1.3,10,4
21258,6,210.0,3.1,10,4
21261,7,200.0,1.7,10,4
21264,8,200.0,3.5,10,4
21267,9,200.0,2.3,10,4
21270,10,200.0,3.1,10,4
21273,11,200.0,3.4,10,4
21276,12,190.0,6.2,10,4
21279,13,200.0,3.6,10,4
21282,14,200.0,2.9,10,4
21285,15,200.0,3.5,10,4
21288,16,190.0,8.1,10,4
21291,17,180.0,5.0,10,4
21294,18,180.0,9.8,10,4
21297,19,180.0,6.2,10,4
21300,20,190.0,6.0,10,4
21303,21,190.0,7.0,10,4
21306,22,200.0,9.9,10,4
21309,23,210.0,9.8,10,4
21312,0,210.0,8.5,10,5
21315,1,230.0,4.7,10,5
21318,2,240.0,5.3,10,5
21321,3,240.0,5.7,10,5
21324,4,240.0,4.0,10,5
21327,5,250.0,3.4,10,5
21330,6,260.0,3.7,10,5
21333,7,270.0,5.2,10,5
21336,8,270.0,5.3,10,5
21339,9,270.0,3.5,10,5
21342,10,270.0,3.9,10,5
21345,11,260.0,2.4,10,5
21348,12,250.0,4.1,10,5
21351,13,250.0,4.6,10,5
21354,14,250.0,4.8,10,5
21357,15,250.0,4.0,10,5
21360,16,240.0,3.7,10,5
21363,17,230.0,5.2,10,5
21366,18,230.0,8.2,10,5
21369,19,230.0,7.0,10,5
21372,20,300.0,8.9,10,5
21375,21,290.0,4.9,10,5
21378,22,290.0,4.8,10,5
21381,23,260.0,4.1,10,5
21384,0,270.0,9.0,10,6
21387,1,290.0,7.5,10,6
21390,2,270.0,3.9,10,6
21393,3,270.0,3.5,10,6
21396,4,270.0,3.2,10,6
21399,5,280.0,3.8,10,6
21402,6,270.0,5.1,10,6
21405,7,280.0,4.6,10,6
21408,8,270.0,3.1,10,6
21411,9,290.0,8.7,10,6
21414,10,290.0,3.3,10,6
21417,11,290.0,2.6,10,6
21420,12,260.0,2.6,10,6
21423,13,300.0,5.5,10,6
21426,14,300.0,2.2,10,6
21429,15,300.0,2.5,10,6
21432,16,300.0,4.4,10,6
21435,17,290.0,2.4,10,6
21438,18,280.0,3.2,10,6
21441,19,280.0,2.3,10,6
21444,20,290.0,2.1,10,6
21447,21,230.0,1.5,10,6
21450,22,260.0,1.3,10,6
21453,23,270.0,1.5,10,6
21456,0,290.0,4.2,10,7
21459,1,300.0,4.2,10,7
21462,2,330.0,2.2,10,7
21465,3,330.0,2.3,10,7
21468,4,330.0,4.2,10,7
21471,5,330.0,3.1,10,7
21474,6,350.0,2.6,10,7
21477,7,360.0,1.1,10,7
21480,8,30.0,1.5,10,7
21483,9,310.0,2.4,10,7
21486,10,320.0,4.8,10,7
21489,11,320.0,0.8,10,7
21492,12,280.0,1.1,10,7
21495,13,260.0,0.6,10,7
21498,14,250.0,1.2,10,7
21501,15,270.0,1.7,10,7
21504,16,280.0,4.1,10,7
21507,17,260.0,1.5,10,7
21510,18,260.0,3.2,10,7
21513,19,290.0,3.9,10,7
21516,20,300.0,5.2,10,7
21519,21,290.0,3.1,10,7
21522,22,300.0,4.0,10,7
21525,23,290.0,7.1,10,7
21528,0,310.0,4.5,10,1
21531,1,300.0,2.9,10,1
21534,2,310.0,3.6,10,1
21537,3,310.0,3.0,10,1
21540,4,300.0,4.5,10,1
21543,5,310.0,1.9,10,1
21546,6,320.0,3.3,10,1
21549,7,340.0,1.6,10,1
21552,8,320.0,1.1,10,1
21555,9,290.0,1.3,10,1
21558,10,240.0,0.4,10,1
21561,11,240.0,0.5,10,1
21564,12,250.0,0.7,10,1
21567,13,270.0,0.7,10,1
21570,14,270.0,0.7,10,1
21573,15,230.0,1.3,10,1
21576,16,220.0,1.5,10,1
21579,17,210.0,2.8,10,1
21582,18,210.0,2.0,10,1
21585,19,190.0,1.7,10,1
21588,20,190.0,2.4,10,1
21591,21,180.0,3.0,10,1
21594,22,180.0,3.1,10,1
21597,23,190.0,4.0,10,1
21600,0,190.0,4.4,10,2
21603,1,190.0,5.0,10,2
21606,2,190.0,5.6,10,2
21609,3,200.0,5.8,10,2
21612,4,200.0,5.3,10,2
21615,5,210.0,5.9,10,2
21618,6,210.0,6.4,10,2
21621,7,210.0,11.1,10,2
21624,8,210.0,6.5,10,2
21627,9,200.0,10.8,10,2
21630,10,200.0,11.1,10,2
21633,11,200.0,5.1,10,2
21636,12,190.0,4.6,10,2
21639,13,180.0,4.3,10,2
21642,14,190.0,5.2,10,2
21645,15,180.0,4.3,10,2
21648,16,180.0,8.5,10,2
21651,17,180.0,8.6,10,2
21654,18,190.0,9.5,10,2
21657,19,180.0,4.3,10,2
21660,20,190.0,10.6,10,2
21663,21,190.0,11.7,10,2
21666,22,190.0,5.6,10,2
21669,23,190.0,6.2,10,2
21672,0,190.0,6.1,10,3
21675,1,200.0,5.6,10,3
21678,2,210.0,5.5,10,3
21681,3,200.0,9.4,10,3
21684,4,200.0,9.5,10,3
21687,5,200.0,3.9,10,3
21690,6,200.0,9.4,10,3
21693,7,200.0,8.7,10,3
21696,8,200.0,6.9,10,3
21699,9,200.0,7.1,10,3
21702,10,200.0,6.7,10,3
21705,11,200.0,3.0,10,3
21708,12,200.0,5.4,10,3
21711,13,190.0,2.9,10,3
21714,14,190.0,3.1,10,3
21717,15,200.0,6.8,10,3
21720,16,190.0,3.7,10,3
21723,17,200.0,4.6,10,3
21726,18,200.0,4.6,10,3
21729,19,200.0,4.2,10,3
21732,20,210.0,4.3,10,3
21735,21,210.0,3.5,10,3
21738,22,210.0,7.5,10,3
21741,23,220.0,6.1,10,3
21744,0,220.0,2.9,10,4
21747,1,220.0,5.1,10,4
21750,2,220.0,3.3,10,4
21753,3,220.0,3.7,10,4
21756,4,220.0,2.9,10,4
21759,5,210.0,2.3,10,4
21762,6,210.0,1.9,10,4
21765,7,210.0,1.1,10,4
21768,8,210.0,1.5,10,4
21771,9,200.0,3.5,10,4
21774,10,200.0,4.5,10,4
21777,11,200.0,6.4,10,4
21780,12,190.0,5.2,10,4
21783,13,190.0,3.9,10,4
21786,14,200.0,3.8,10,4
21789,15,190.0,3.7,10,4
21792,16,200.0,4.0,10,4
21795,17,210.0,3.7,10,4
21798,18,190.0,4.5,10,4
21801,19,190.0,4.1,10,4
21804,20,180.0,3.1,10,4
21807,21,170.0,3.3,10,4
21810,22,180.0,5.6,10,4
21813,23,180.0,3.6,10,4
21816,0,190.0,3.3,10,5
21819,1,190.0,5.3,10,5
21822,2,200.0,3.2,10,5
21825,3,190.0,4.8,10,5
21828,4,200.0,2.4,10,5
21831,5,180.0,1.8,10,5
21834,6,200.0,2.0,10,5
21837,7,190.0,1.6,10,5
21840,8,170.0,0.8,10,5
21843,9,170.0,2.4,10,5
21846,10,170.0,3.5,10,5
21849,11,170.0,5.4,10,5
21852,12,190.0,4.4,10,5
21855,13,190.0,4.0,10,5
21858,14,180.0,1.7,10,5
21861,15,200.0,1.8,10,5
21864,16,190.0,3.3,10,5
21867,17,200.0,1.7,10,5
21870,18,200.0,1.5,10,5
21873,19,180.0,2.2,10,5
21876,20,170.0,1.7,10,5
21879,21,200.0,1.5,10,5
21882,22,200.0,3.8,10,5
21885,23,200.0,1.3,10,5
21888,0,240.0,0.7,10,6
21891,1,210.0,2.4,10,6
21894,2,280.0,0.9,10,6
21897,3,300.0,0.4,10,6
21900,4,320.0,0.0,10,6
21903,5,0.0,0.0,10,6
21906,6,50.0,0.8,10,6
21909,7,80.0,1.2,10,6
21912,8,80.0,1.1,10,6
21915,9,110.0,1.1,10,6
21918,10,80.0,2.8,10,6
21921,11,100.0,1.3,10,6
21924,12,60.0,1.8,10,6
21927,13,60.0,2.9,10,6
21930,14,30.0,1.4,10,6
21933,15,40.0,3.6,10,6
21936,16,50.0,3.1,10,6
21939,17,50.0,4.3,10,6
21942,18,40.0,5.0,10,6
21945,19,40.0,3.6,10,6
21948,20,50.0,4.9,10,6
21951,21,50.0,6.4,10,6
21954,22,60.0,8.1,10,6
21957,23,50.0,6.8,10,6
21960,0,60.0,6.1,1,6
21963,1,60.0,4.8,1,6
21966,2,70.0,6.1,1,6
21969,3,80.0,5.9,1,6
21972,4,80.0,5.5,1,6
21975,5,80.0,6.3,1,6
21978,6,80.0,6.5,1,6
21981,7,80.0,6.5,1,6
21984,8,60.0,7.4,1,6
21987,9,60.0,7.0,1,6
21990,10,80.0,8.0,1,6
21993,11,80.0,7.8,1,6
21996,12,70.0,6.1,1,6
21999,13,60.0,7.4,1,6
22002,14,60.0,7.2,1,6
22005,15,60.0,7.5,1,6
22008,16,80.0,7.1,1,6
22011,17,80.0,6.8,1,6
22014,18,80.0,8.3,1,6
22017,19,80.0,7.9,1,6
22020,20,90.0,8.1,1,6
22023,21,90.0,7.0,1,6
22026,22,90.0,7.3,1,6
22029,23,90.0,6.3,1,6
22032,0,90.0,6.6,2,2
22035,1,100.0,5.9,2,2
22038,2,100.0,5.0,2,2
22041,3,100.0,6.2,2,2
22044,4,110.0,5.6,2,2
22047,5,100.0,3.5,2,2
22050,6,100.0,4.1,2,2
22053,7,100.0,5.3,2,2
22056,8,100.0,5.3,2,2
22059,9,90.0,4.0,2,2
22062,10,90.0,4.5,2,2
22065,11,100.0,4.1,2,2
22068,12,100.0,4.5,2,2
22071,13,100.0,4.0,2,2
22074,14,90.0,3.8,2,2
22077,15,100.0,4.1,2,2
22080,16,110.0,4.9,2,2
22083,17,100.0,4.3,2,2
22086,18,90.0,5.0,2,2
22089,19,110.0,7.0,2,2
22092,20,120.0,6.2,2,2
22095,21,150.0,4.6,2,2
22098,22,150.0,6.1,2,2
22101,23,150.0,4.5,2,2
22104,0,150.0,6.4,3,3
22107,1,160.0,4.3,3,3
22110,2,160.0,4.3,3,3
22113,3,150.0,4.6,3,3
22116,4,150.0,4.5,3,3
22119,5,150.0,5.5,3,3
22122,6,150.0,4.4,3,3
22125,7,160.0,6.3,3,3
22128,8,160.0,3.0,3,3
22131,9,160.0,5.0,3,3
22134,10,160.0,3.0,3,3
22137,11,170.0,4.9,3,3
22140,12,190.0,4.2,3,3
22143,13,180.0,3.5,3,3
22146,14,190.0,5.4,3,3
22149,15,210.0,6.4,3,3
22152,16,170.0,5.4,3,3
22155,17,200.0,6.7,3,3
22158,18,200.0,4.3,3,3
22161,19,200.0,5.5,3,3
22164,20,200.0,5.9,3,3
22167,21,200.0,7.2,3,3
22170,22,210.0,6.3,3,3
22173,23,210.0,6.6,3,3
22176,0,220.0,5.9,4,6
22179,1,220.0,8.3,4,6
22182,2,230.0,7.2,4,6
22185,3,230.0,7.3,4,6
22188,4,220.0,5.7,4,6
22191,5,230.0,5.7,4,6
22194,6,230.0,5.6,4,6
22197,7,230.0,5.5,4,6
22200,8,230.0,4.6,4,6
22203,9,250.0,4.8,4,6
22206,10,260.0,2.0,4,6
22209,11,250.0,2.4,4,6
22212,12,240.0,3.3,4,6
22215,13,240.0,2.7,4,6
22218,14,240.0,1.8,4,6
22221,15,250.0,2.7,4,6
22224,16,240.0,2.8,4,6
22227,17,230.0,3.6,4,6
22230,18,230.0,2.9,4,6
22233,19,230.0,4.0,4,6
22236,20,230.0,4.0,4,6
22239,21,230.0,4.1,4,6
22242,22,220.0,4.5,4,6
22245,23,230.0,4.8,4,6
22248,0,230.0,7.2,5,1
22251,1,230.0,5.5,5,1
22254,2,240.0,4.3,5,1
22257,3,240.0,4.1,5,1
22260,4,240.0,4.2,5,1
22263,5,250.0,6.1,5,1
22266,6,260.0,1.9,5,1
22269,7,250.0,3.6,5,1
22272,8,260.0,1.6,5,1
22275,9,260.0,3.3,5,1
22278,10,250.0,5.2,5,1
22281,11,250.0,3.3,5,1
22284,12,290.0,3.4,5,1
22287,13,260.0,3.5,5,1
22290,14,250.0,2.3,5,1
22293,15,260.0,3.0,5,1
22296,16,250.0,3.9,5,1
22299,17,260.0,4.2,5,1
22302,18,250.0,4.3,5,1
22305,19,250.0,4.7,5,1
22308,20,240.0,6.0,5,1
22311,21,250.0,5.6,5,1
22314,22,240.0,5.9,5,1
22317,23,250.0,4.6,5,1
22320,0,240.0,5.9,6,4
22323,1,250.0,5.0,6,4
22326,2,250.0,5.9,6,4
22329,3,250.0,5.7,6,4
22332,4,260.0,3.4,6,4
22335,5,260.0,8.0,6,4
22338,6,270.0,4.4,6,4
22341,7,280.0,10.6,6,4
22344,8,270.0,3.9,6,4
22347,9,290.0,5.3,6,4
22350,10,300.0,6.6,6,4
22353,11,310.0,7.3,6,4
22356,12,290.0,10.7,6,4
22359,13,300.0,11.0,6,4
22362,14,310.0,4.5,6,4
22365,15,310.0,10.6,6,4
22368,16,310.0,12.9,6,4
22371,17,310.0,11.4,6,4
22374,18,310.0,11.1,6,4
22377,19,310.0,12.1,6,4
22380,20,320.0,13.8,6,4
22383,21,320.0,12.1,6,4
22386,22,320.0,9.2,6,4
22389,23,310.0,9.2,6,4
22392,0,310.0,10.1,7,6
22395,1,300.0,9.7,7,6
22398,2,300.0,9.5,7,6
22401,3,300.0,10.5,7,6
22404,4,290.0,9.0,7,6
22407,5,300.0,10.8,7,6
22410,6,310.0,8.7,7,6
22413,7,310.0,14.1,7,6
22416,8,320.0,13.4,7,6
22419,9,330.0,11.0,7,6
22422,10,330.0,10.2,7,6
22425,11,330.0,9.2,7,6
22428,12,340.0,9.2,7,6
22431,13,330.0,7.2,7,6
22434,14,330.0,8.0,7,6
22437,15,320.0,8.8,7,6
22440,16,320.0,11.8,7,6
22443,17,310.0,9.6,7,6
22446,18,310.0,9.9,7,6
22449,19,310.0,11.7,7,6
22452,20,300.0,11.2,7,6
22455,21,300.0,13.2,7,6
22458,22,290.0,12.0,7,6
22461,23,300.0,14.5,7,6
22464,0,290.0,13.0,8,2
22467,1,280.0,10.6,8,2
22470,2,290.0,11.1,8,2
22473,3,290.0,9.6,8,2
22476,4,280.0,10.1,8,2
22479,5,280.0,10.5,8,2
22482,6,290.0,12.6,8,2
22485,7,290.0,11.5,8,2
22488,8,290.0,11.8,8,2
22491,9,290.0,11.9,8,2
22494,10,290.0,11.0,8,2
22497,11,290.0,9.6,8,2
22500,12,290.0,9.8,8,2
22503,13,290.0,8.3,8,2
22506,14,290.0,10.6,8,2
22509,15,290.0,9.6,8,2
22512,16,300.0,10.0,8,2
22515,17,340.0,5.9,8,2
22518,18,340.0,6.3,8,2
22521,19,330.0,8.8,8,2
22524,20,330.0,9.3,8,2
22527,21,330.0,8.7,8,2
22530,22,330.0,9.1,8,2
22533,23,330.0,8.9,8,2
22536,0,330.0,8.0,9,5
22539,1,320.0,8.4,9,5
22542,2,330.0,8.2,9,5
22545,3,330.0,9.4,9,5
22548,4,320.0,9.6,9,5
22551,5,320.0,8.4,9,5
22554,6,320.0,9.3,9,5
22557,7,320.0,9.1,9,5
22560,8,310.0,7.5,9,5
22563,9,310.0,9.1,9,5
22566,10,300.0,6.9,9,5
22569,11,290.0,5.6,9,5
22572,12,300.0,5.5,9,5
22575,13,300.0,6.5,9,5
22578,14,290.0,5.2,9,5
22581,15,290.0,7.8,9,5
22584,16,290.0,10.1,9,5
22587,17,300.0,10.8,9,5
22590,18,290.0,9.1,9,5
22593,19,290.0,8.0,9,5
22596,20,290.0,10.9,9,5
22599,21,290.0,11.5,9,5
22602,22,290.0,11.9,9,5
22605,23,300.0,11.4,9,5
22608,0,300.0,9.0,10,7
22611,1,300.0,10.0,10,7
22614,2,310.0,9.2,10,7
22617,3,320.0,8.0,10,7
22620,4,310.0,9.5,10,7
22623,5,320.0,10.8,10,7
22626,6,310.0,8.9,10,7
22629,7,310.0,7.7,10,7
22632,8,320.0,8.3,10,7
22635,9,320.0,8.1,10,7
22638,10,320.0,8.4,10,7
22641,11,320.0,7.0,10,7
22644,12,320.0,10.8,10,7
22647,13,310.0,10.3,10,7
22650,14,310.0,7.8,10,7
22653,15,310.0,8.1,10,7
22656,16,310.0,8.1,10,7
22659,17,320.0,8.8,10,7
22662,18,320.0,7.2,10,7
22665,19,330.0,7.2,10,7
22668,20,320.0,8.1,10,7
22671,21,320.0,9.3,10,7
22674,22,330.0,8.0,10,7
22677,23,330.0,7.4,10,7
22680,0,330.0,6.2,11,3
22683,1,330.0,6.5,11,3
22686,2,320.0,6.2,11,3
22689,3,320.0,7.2,11,3
22692,4,320.0,6.3,11,3
22695,5,310.0,4.8,11,3
22698,6,310.0,4.1,11,3
22701,7,310.0,5.2,11,3
22704,8,310.0,5.6,11,3
22707,9,310.0,5.5,11,3
22710,10,320.0,6.5,11,3
22713,11,320.0,7.9,11,3
22716,12,310.0,7.1,11,3
22719,13,320.0,7.1,11,3
22722,14,310.0,6.2,11,3
22725,15,310.0,7.4,11,3
22728,16,320.0,7.7,11,3
22731,17,300.0,5.0,11,3
22734,18,320.0,8.1,11,3
22737,19,330.0,5.9,11,3
22740,20,320.0,6.6,11,3
22743,21,330.0,6.0,11,3
22746,22,330.0,5.3,11,3
22749,23,340.0,3.7,11,3
22752,0,330.0,4.0,12,5
22755,1,340.0,4.8,12,5
22758,2,330.0,3.5,12,5
22761,3,330.0,3.2,12,5
22764,4,340.0,4.6,12,5
22767,5,340.0,4.1,12,5
22770,6,290.0,3.2,12,5
22773,7,290.0,3.2,12,5
22776,8,310.0,6.1,12,5
22779,9,300.0,6.9,12,5
22782,10,300.0,5.9,12,5
22785,11,300.0,6.7,12,5
22788,12,310.0,5.1,12,5
22791,13,310.0,6.4,12,5
22794,14,300.0,4.1,12,5
22797,15,310.0,4.6,12,5
22800,16,300.0,4.5,12,5
22803,17,310.0,6.2,12,5
22806,18,300.0,5.2,12,5
22809,19,300.0,4.4,12,5
22812,20,300.0,5.3,12,5
22815,21,300.0,5.3,12,5
22818,22,330.0,2.7,12,5
22821,23,320.0,1.4,12,5
22824,0,310.0,1.4,11,5
22827,1,310.0,1.4,11,5
22830,2,330.0,0.7,11,5
22833,3,260.0,0.7,11,5
22836,4,260.0,0.0,11,5
22839,5,290.0,1.2,11,5
22842,6,290.0,2.1,11,5
22845,7,300.0,1.2,11,5
22848,8,290.0,2.8,11,5
22851,9,300.0,1.3,11,5
22854,10,300.0,1.7,11,5
22857,11,270.0,1.3,11,5
22860,12,260.0,2.2,11,5
22863,13,300.0,1.9,11,5
22866,14,290.0,1.4,11,5
22869,15,300.0,3.0,11,5
22872,16,310.0,1.8,11,5
22875,17,320.0,1.4,11,5
22878,18,340.0,1.8,11,5
22881,19,340.0,1.2,11,5
22884,20,360.0,1.0,11,5
22887,21,60.0,2.5,11,5
22890,22,80.0,2.1,11,5
22893,23,80.0,1.5,11,5
22896,0,140.0,1.3,11,6
22899,1,140.0,0.2,11,6
22902,2,170.0,2.4,11,6
22905,3,160.0,2.5,11,6
22908,4,170.0,2.9,11,6
22911,5,150.0,1.4,11,6
22914,6,140.0,0.9,11,6
22917,7,170.0,0.8,11,6
22920,8,180.0,1.4,11,6
22923,9,170.0,2.9,11,6
22926,10,160.0,1.7,11,6
22929,11,170.0,2.7,11,6
22932,12,160.0,1.3,11,6
22935,13,160.0,2.4,11,6
22938,14,170.0,0.8,11,6
22941,15,170.0,2.3,11,6
22944,16,150.0,1.4,11,6
22947,17,140.0,1.3,11,6
22950,18,140.0,2.2,11,6
22953,19,140.0,1.8,11,6
22956,20,130.0,3.0,11,6
22959,21,140.0,4.6,11,6
22962,22,150.0,4.4,11,6
22965,23,150.0,4.0,11,6
22968,0,160.0,2.8,11,7
22971,1,160.0,3.4,11,7
22974,2,160.0,2.4,11,7
22977,3,150.0,1.7,11,7
22980,4,150.0,1.7,11,7
22983,5,150.0,1.9,11,7
22986,6,160.0,2.6,11,7
22989,7,150.0,2.5,11,7
22992,8,150.0,4.7,11,7
22995,9,140.0,4.9,11,7
22998,10,140.0,3.5,11,7
23001,11,140.0,3.8,11,7
23004,12,140.0,5.0,11,7
23007,13,150.0,5.6,11,7
23010,14,120.0,4.0,11,7
23013,15,130.0,4.5,11,7
23016,16,130.0,4.6,11,7
23019,17,120.0,4.4,11,7
23022,18,150.0,5.8,11,7
23025,19,150.0,6.1,11,7
23028,20,150.0,4.2,11,7
23031,21,180.0,5.9,11,7
23034,22,170.0,5.2,11,7
23037,23,170.0,8.1,11,7
23040,0,160.0,6.1,11,1
23043,1,170.0,8.1,11,1
23046,2,170.0,5.3,11,1
23049,3,170.0,5.6,11,1
23052,4,170.0,5.1,11,1
23055,5,170.0,3.9,11,1
23058,6,160.0,5.3,11,1
23061,7,160.0,5.1,11,1
23064,8,170.0,5.1,11,1
23067,9,170.0,4.7,11,1
23070,10,170.0,6.1,11,1
23073,11,170.0,4.4,11,1
23076,12,160.0,6.1,11,1
23079,13,160.0,3.7,11,1
23082,14,160.0,4.0,11,1
23085,15,160.0,3.8,11,1
23088,16,160.0,5.2,11,1
23091,17,160.0,5.8,11,1
23094,18,160.0,4.4,11,1
23097,19,170.0,5.5,11,1
23100,20,170.0,6.2,11,1
23103,21,170.0,5.3,11,1
23106,22,180.0,6.0,11,1
23109,23,170.0,7.2,11,1
23112,0,180.0,6.9,11,2
23115,1,180.0,7.9,11,2
23118,2,180.0,6.5,11,2
23121,3,170.0,6.2,11,2
23124,4,170.0,5.3,11,2
23127,5,170.0,6.1,11,2
23130,6,180.0,5.1,11,2
23133,7,170.0,4.7,11,2
23136,8,170.0,6.0,11,2
23139,9,170.0,5.9,11,2
23142,10,170.0,9.1,11,2
23145,11,170.0,6.2,11,2
23148,12,180.0,6.0,11,2
23151,13,170.0,6.0,11,2
23154,14,170.0,6.8,11,2
23157,15,180.0,5.8,11,2
23160,16,170.0,7.7,11,2
23163,17,170.0,7.9,11,2
23166,18,180.0,8.7,11,2
23169,19,180.0,6.3,11,2
23172,20,180.0,8.8,11,2
23175,21,190.0,10.2,11,2
23178,22,190.0,9.3,11,2
23181,23,180.0,8.8,11,2
23184,0,190.0,7.7,11,3
23187,1,200.0,8.0,11,3
23190,2,200.0,7.8,11,3
23193,3,210.0,8.9,11,3
23196,4,190.0,6.8,11,3
23199,5,190.0,7.4,11,3
23202,6,200.0,10.2,11,3
23205,7,200.0,9.8,11,3
23208,8,210.0,8.4,11,3
23211,9,200.0,8.0,11,3
23214,10,210.0,8.9,11,3
23217,11,200.0,8.3,11,3
23220,12,200.0,9.0,11,3
23223,13,210.0,8.8,11,3
23226,14,210.0,9.5,11,3
23229,15,200.0,8.3,11,3
23232,16,200.0,11.8,11,3
23235,17,200.0,8.9,11,3
23238,18,210.0,9.9,11,3
23241,19,200.0,12.3,11,3
23244,20,210.0,10.4,11,3
23247,21,210.0,12.8,11,3
23250,22,210.0,12.0,11,3
23253,23,210.0,9.0,11,3
23256,0,210.0,9.9,11,4
23259,1,220.0,7.9,11,4
23262,2,220.0,8.2,11,4
23265,3,220.0,8.9,11,4
23268,4,220.0,9.6,11,4
